id,created_at,geo,place,coordinates,text,truncated,name,screen_name
1460701429979566080,Tue Nov 16 20:08:54 +0000 2021,,,,Verkehrsministerin KerstinSchreyer in der 24 Rundschau zu 3G in Bus und Bahn Der Schutz der Fahrgäste im ,True,"Staatsministerium für Wohnen, Bau und Verkehr",BauenBewegen
1460700147055316994,Tue Nov 16 20:03:48 +0000 2021,,,,  Ui ich war bisher auf Bus aber Hurtigruten ist natürlich eine ganz tolle Idee,False,berghungrig 🇪🇺,berghungrig
1460610984561811470,Tue Nov 16 14:09:30 +0000 2021,,,,Menschen die beim Bus vorne beim Fahrer einsteigen und ihre Fahrkarte vorzeigen Weiß man da schon genaueres münchen,False,"mal faul, mal Tier. Immer 🌈🏳️‍🌈💉💉",malfaulmaltier
1460588288843124738,Tue Nov 16 12:39:19 +0000 2021,,,,So 15 min auf den Bus warten ,False,Mammut69💉💉,Mammut691
1460565937887793159,Tue Nov 16 11:10:30 +0000 2021,,,,RenaultHyvia Auch Master CityBus und Fahrgestell mit Fuel Cell ,False,VISION mobility,VISIONmobility1
1460558262135181312,Tue Nov 16 10:40:00 +0000 2021,,,," Ihre Buswerkstatt in Feldkirchen bei München und Fürth
 Wartung 
 Reparatur 
 VorOrtService  Ku ",True,AGK Truck & Bus GmbH,AGK_Bayern
1460543162686992387,Tue Nov 16 09:40:00 +0000 2021,,,, AGK ServiceMobile im Einsatz  ServiceAufenthalte in der Werkstatt kosten viel Zeit Um unseren Kunden lange A ,True,AGK Truck & Bus GmbH,AGK_Bayern
1460530267223900164,Tue Nov 16 08:48:45 +0000 2021,,,,Einmal unabhängig von 3GRegel in Bus u Bahn Wichtig wäre dass das Vertrauen der Menschen in den Öffentlichen Ve ,True,ADAC,ADAC
1460527751836884994,Tue Nov 16 08:38:45 +0000 2021,,,,3G im Zug Wer soll das kontrollieren  Scheuer fährt Söder in die Parade ,False,Rolf Ullrich,rolfullrich45
1460526265757229057,Tue Nov 16 08:32:51 +0000 2021,,,,3G im Zug Wer soll das kontrollieren  Scheuer fährt Söder in die Parade ,False,Merkur.de,merkur_de
1460525712608223233,Tue Nov 16 08:30:39 +0000 2021,,,," Hier kommt das Neueste aus unserer Redaktion 
The Kelly Family geht mit berühmtem Bus wieder auf Tour
",False,spot on news,spotonnews
1460513105780355076,Tue Nov 16 07:40:34 +0000 2021,,,,Söder um 9 Uhr bei BILD Live  Lockdown für Ungeimpfte  Muenchen Nachrichten,False,BILD München,BILD_Muenchen
1460511244788588548,Tue Nov 16 07:33:10 +0000 2021,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ",True,@bill&bob,arcismeeting
1460508866848907266,Tue Nov 16 07:23:43 +0000 2021,,,,2nd_Bass    Daß hier in amp um München die Bus  TrambahnfahrerInn ,True,Regina Koller,KollerRegina
1460485554601082881,Tue Nov 16 05:51:05 +0000 2021,,,,Kelly Family geht mit legendärem Bus auf Tour  und hat eine Überraschung parat ,False,WEB.DE News - Stars,WEBDENews_Stars
1460485553762312196,Tue Nov 16 05:51:05 +0000 2021,,,,Kelly Family geht mit legendärem Bus auf Tour  und hat eine Überraschung parat ,False,WEB.DE News,WEBDENews
1460481386469486598,Tue Nov 16 05:34:31 +0000 2021,,,," Woher kommen plötzlich all diese Hallo ich bin und hatte Corona Propaganda Postings

Lasst die Leu ",True,Deutschland im liberalen Chaos,BRDimChaos
1460481230361665541,Tue Nov 16 05:33:54 +0000 2021,,,," Woher kommen plötzlich all diese Hallo ich bin und hatte Corona Propaganda Postings

Lasst die Leute ",True,Deutschland im liberalen Chaos,BRDimChaos
1460481161637949443,Tue Nov 16 05:33:38 +0000 2021,,,," Woher kommen plötzlich all diese Hallo ich bin und hatte Corona Propaganda Postings

Lasst die Leu ",True,Deutschland im liberalen Chaos,BRDimChaos
1460470129050124289,Tue Nov 16 04:49:47 +0000 2021,,,, Lasst die Leute doch in Ruhe und selbst entscheiden wie wir das bei jeder anderen Impfung auch tun un ,True,Deutschland im liberalen Chaos,BRDimChaos
1460458947740057604,Tue Nov 16 04:05:21 +0000 2021,,,,ESWEEBusFlotte Auf über 1 Mio Fahrtkilometern über 1 Mio kg CO2 eingespart ,False,busplaner,omnibusmagazin
1461487052869050372,Fri Nov 19 00:10:41 +0000 2021,,,, 2G und 3G gibts in Bayern schon und hat bisher nichts gebracht 3G am Arbeitsplatz wie und wer kontr ,True,nonpreoccuparti,Laf3001
